Country,Source,Target,Year,Weight,Keywords
Austria,35240572900,15825660400,2003,1,['']
Austria,35240572900,15825660400,2004,2,"['', '']"
Austria,35240572900,15825660400,2005,1,['']
Austria,35240572900,15825660400,2007,2,"['', '']"
Austria,35240572900,15825660400,2009,1,['']
Austria,35240572900,15825660400,2010,1,"['Decay asymmetry', 'Hyperon']"
Austria,35240572900,15825660400,2011,1,"['CP-violating asymmetry', 'Direct emission', 'Inner bremsstrahlung', 'Kaon rare decay', 'Neutral kaon radiative decay']"
Austria,35240572900,15825660400,2013,1,['']
Austria,35240572900,15825660400,2015,4,"['', '', '', '']"
Austria,35240572900,15825660400,2016,3,"['', '', '']"
Austria,35240572900,15825660400,2017,1,['']
Austria,36143231500,23010348400,2011,1,"['CMS', 'Dijet', 'Jet', 'LHC', 'Resonance', 'Search']"
Austria,36143231500,23010348400,2012,4,"['Hadron-hadron scattering', 'Hadron-Hadron scattering', 'Hadron-Hadron Scattering', 'Hadron-hadron scattering']"
Austria,36143231500,23010348400,2013,10,"['CMS', 'Heavy ions', 'Physics', 'Hadron-Hadron scattering', '', 'Calorimeters', 'Gamma detectors (scintillators, CZT, HPG, HgI etc)', 'Large detector systems for particle and astroparticle physics', 'CMS', 'Physics', '', '', '', 'Hadron-Hadron Scattering', 'Top physics', 'Hadron-Hadron scattering']"
Austria,36143231500,23010348400,2014,1,"['CMS', 'Constant', 'Coupling', 'Cross section', 'Mass', 'Pair', 'Physics', 'QCD', 'Quark', 'Strong', 'Top']"
Austria,36143231500,23010348400,2016,1,"['CMS', 'Electroweak', 'Physics']"
Austria,36143231500,23010348400,2017,1,['']
Austria,36143231500,23010348400,2018,11,"['Event-by-event fluctuation', 'Hadron-Hadron scattering (experiments)', 'Minimum bias', '', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', '', '', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Lepton production', 'Supersymmetry', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'CMS', 'Physics', 'Supersymmetry', 'Cross section', 'Single top', 'SM', 'tZq', '']"
Austria,36143231500,23010348400,2019,1,"['Event-by-event elliptic flow', 'Non-Gaussian flow fluctuations', 'Unfolding']"
Austria,36143231500,35278858100,2011,1,"['CMS', 'Dijet', 'Jet', 'LHC', 'Resonance', 'Search']"
Austria,36143231500,35278858100,2012,4,"['Hadron-hadron scattering', 'Hadron-Hadron scattering', 'Hadron-Hadron Scattering', 'Hadron-hadron scattering']"
Austria,36143231500,35278858100,2013,10,"['CMS', 'Heavy ions', 'Physics', 'Hadron-Hadron scattering', '', 'Calorimeters', 'Gamma detectors (scintillators, CZT, HPG, HgI etc)', 'Large detector systems for particle and astroparticle physics', 'CMS', 'Physics', '', '', '', 'Hadron-Hadron Scattering', 'Top physics', 'Hadron-Hadron scattering']"
Austria,36143231500,35278858100,2014,1,"['CMS', 'Constant', 'Coupling', 'Cross section', 'Mass', 'Pair', 'Physics', 'QCD', 'Quark', 'Strong', 'Top']"
Austria,36143231500,35278858100,2016,1,"['CMS', 'Electroweak', 'Physics']"
Austria,36143231500,35278858100,2017,1,['']
Austria,36143231500,35278858100,2018,11,"['Event-by-event fluctuation', 'Hadron-Hadron scattering (experiments)', 'Minimum bias', '', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', '', '', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Lepton production', 'Supersymmetry', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'CMS', 'Physics', 'Supersymmetry', 'Cross section', 'Single top', 'SM', 'tZq', '']"
Austria,36143231500,35278858100,2019,1,"['Event-by-event elliptic flow', 'Non-Gaussian flow fluctuations', 'Unfolding']"
Austria,36143231500,16019870600,2011,1,"['CMS', 'Dijet', 'Jet', 'LHC', 'Resonance', 'Search']"
Austria,36143231500,16019870600,2012,4,"['Hadron-hadron scattering', 'Hadron-Hadron scattering', 'Hadron-Hadron Scattering', 'Hadron-hadron scattering']"
Austria,36143231500,16019870600,2013,10,"['CMS', 'Heavy ions', 'Physics', 'Hadron-Hadron scattering', '', 'Calorimeters', 'Gamma detectors (scintillators, CZT, HPG, HgI etc)', 'Large detector systems for particle and astroparticle physics', 'CMS', 'Physics', '', '', '', 'Hadron-Hadron Scattering', 'Top physics', 'Hadron-Hadron scattering']"
Austria,36143231500,16019870600,2014,1,"['CMS', 'Constant', 'Coupling', 'Cross section', 'Mass', 'Pair', 'Physics', 'QCD', 'Quark', 'Strong', 'Top']"
Austria,36143231500,16019870600,2016,1,"['CMS', 'Electroweak', 'Physics']"
Austria,36143231500,16019870600,2017,1,['']
Austria,36143231500,16019870600,2018,11,"['Event-by-event fluctuation', 'Hadron-Hadron scattering (experiments)', 'Minimum bias', '', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', '', '', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Lepton production', 'Supersymmetry', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'CMS', 'Physics', 'Supersymmetry', 'Cross section', 'Single top', 'SM', 'tZq', '']"
Austria,36143231500,16019870600,2019,1,"['Event-by-event elliptic flow', 'Non-Gaussian flow fluctuations', 'Unfolding']"
Austria,36143231500,15825660400,2011,1,"['CMS', 'Dijet', 'Jet', 'LHC', 'Resonance', 'Search']"
Austria,36143231500,15825660400,2012,4,"['Hadron-hadron scattering', 'Hadron-Hadron scattering', 'Hadron-Hadron Scattering', 'Hadron-hadron scattering']"
Austria,36143231500,15825660400,2013,10,"['CMS', 'Heavy ions', 'Physics', 'Hadron-Hadron scattering', '', 'Calorimeters', 'Gamma detectors (scintillators, CZT, HPG, HgI etc)', 'Large detector systems for particle and astroparticle physics', 'CMS', 'Physics', '', '', '', 'Hadron-Hadron Scattering', 'Top physics', 'Hadron-Hadron scattering']"
Austria,36143231500,15825660400,2014,1,"['CMS', 'Constant', 'Coupling', 'Cross section', 'Mass', 'Pair', 'Physics', 'QCD', 'Quark', 'Strong', 'Top']"
Austria,36143231500,15825660400,2016,1,"['CMS', 'Electroweak', 'Physics']"
Austria,36143231500,15825660400,2017,1,['']
Austria,36143231500,15825660400,2018,11,"['Event-by-event fluctuation', 'Hadron-Hadron scattering (experiments)', 'Minimum bias', '', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', '', '', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Lepton production', 'Supersymmetry', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'CMS', 'Physics', 'Supersymmetry', 'Cross section', 'Single top', 'SM', 'tZq', '']"
Austria,36143231500,15825660400,2019,1,"['Event-by-event elliptic flow', 'Non-Gaussian flow fluctuations', 'Unfolding']"
Austria,16019870600,35240572900,2013,1,['']
Austria,16019870600,35240572900,2015,4,"['', '', '', '']"
Austria,16019870600,35240572900,2016,3,"['', '', '']"
Austria,16019870600,35240572900,2017,1,['']
Austria,35240572900,15825660400,2003,1,['']
Austria,35240572900,15825660400,2004,2,"['', '']"
Austria,35240572900,15825660400,2005,1,['']
Austria,35240572900,15825660400,2007,2,"['', '']"
Austria,35240572900,15825660400,2009,1,['']
Austria,35240572900,15825660400,2010,1,"['Decay asymmetry', 'Hyperon']"
Austria,35240572900,15825660400,2011,1,"['CP-violating asymmetry', 'Direct emission', 'Inner bremsstrahlung', 'Kaon rare decay', 'Neutral kaon radiative decay']"
Austria,35240572900,15825660400,2013,1,['']
Austria,35240572900,15825660400,2015,4,"['', '', '', '']"
Austria,35240572900,15825660400,2016,3,"['', '', '']"
Austria,35240572900,15825660400,2017,1,['']
Austria,36143231500,56236454000,2011,1,"['CMS', 'Dijet', 'Jet', 'LHC', 'Resonance', 'Search']"
Austria,36143231500,56236454000,2012,4,"['Hadron-hadron scattering', 'Hadron-Hadron scattering', 'Hadron-Hadron Scattering', 'Hadron-hadron scattering']"
Austria,36143231500,56236454000,2013,10,"['CMS', 'Heavy ions', 'Physics', 'Hadron-Hadron scattering', '', 'Calorimeters', 'Gamma detectors (scintillators, CZT, HPG, HgI etc)', 'Large detector systems for particle and astroparticle physics', 'CMS', 'Physics', '', '', '', 'Hadron-Hadron Scattering', 'Top physics', 'Hadron-Hadron scattering']"
Austria,36143231500,56236454000,2014,1,"['CMS', 'Constant', 'Coupling', 'Cross section', 'Mass', 'Pair', 'Physics', 'QCD', 'Quark', 'Strong', 'Top']"
Austria,36143231500,56236454000,2016,1,"['CMS', 'Electroweak', 'Physics']"
Austria,36143231500,56236454000,2017,1,['']
Austria,36143231500,56236454000,2018,11,"['Event-by-event fluctuation', 'Hadron-Hadron scattering (experiments)', 'Minimum bias', '', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', '', '', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Lepton production', 'Supersymmetry', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'CMS', 'Physics', 'Supersymmetry', 'Cross section', 'Single top', 'SM', 'tZq', '']"
Austria,36143231500,56236454000,2019,1,"['Event-by-event elliptic flow', 'Non-Gaussian flow fluctuations', 'Unfolding']"
Austria,36143231500,7007049415,2011,1,"['CMS', 'Dijet', 'Jet', 'LHC', 'Resonance', 'Search']"
Austria,36143231500,7007049415,2012,4,"['Hadron-hadron scattering', 'Hadron-Hadron scattering', 'Hadron-Hadron Scattering', 'Hadron-hadron scattering']"
Austria,36143231500,7007049415,2013,10,"['CMS', 'Heavy ions', 'Physics', 'Hadron-Hadron scattering', '', 'Calorimeters', 'Gamma detectors (scintillators, CZT, HPG, HgI etc)', 'Large detector systems for particle and astroparticle physics', 'CMS', 'Physics', '', '', '', 'Hadron-Hadron Scattering', 'Top physics', 'Hadron-Hadron scattering']"
Austria,36143231500,7007049415,2014,1,"['CMS', 'Constant', 'Coupling', 'Cross section', 'Mass', 'Pair', 'Physics', 'QCD', 'Quark', 'Strong', 'Top']"
Austria,36143231500,7007049415,2016,1,"['CMS', 'Electroweak', 'Physics']"
Austria,36143231500,7007049415,2017,1,['']
Austria,36143231500,7007049415,2018,11,"['Event-by-event fluctuation', 'Hadron-Hadron scattering (experiments)', 'Minimum bias', '', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', '', '', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Lepton production', 'Supersymmetry', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'CMS', 'Physics', 'Supersymmetry', 'Cross section', 'Single top', 'SM', 'tZq', '']"
Austria,36143231500,7007049415,2019,1,"['Event-by-event elliptic flow', 'Non-Gaussian flow fluctuations', 'Unfolding']"
Austria,36143231500,6603210566,2011,1,"['CMS', 'Dijet', 'Jet', 'LHC', 'Resonance', 'Search']"
Austria,36143231500,6603210566,2012,4,"['Hadron-hadron scattering', 'Hadron-Hadron scattering', 'Hadron-Hadron Scattering', 'Hadron-hadron scattering']"
Austria,36143231500,6603210566,2013,10,"['CMS', 'Heavy ions', 'Physics', 'Hadron-Hadron scattering', '', 'Calorimeters', 'Gamma detectors (scintillators, CZT, HPG, HgI etc)', 'Large detector systems for particle and astroparticle physics', 'CMS', 'Physics', '', '', '', 'Hadron-Hadron Scattering', 'Top physics', 'Hadron-Hadron scattering']"
Austria,36143231500,6603210566,2014,1,"['CMS', 'Constant', 'Coupling', 'Cross section', 'Mass', 'Pair', 'Physics', 'QCD', 'Quark', 'Strong', 'Top']"
Austria,36143231500,6603210566,2016,1,"['CMS', 'Electroweak', 'Physics']"
Austria,36143231500,6603210566,2017,1,['']
Austria,36143231500,6603210566,2018,11,"['Event-by-event fluctuation', 'Hadron-Hadron scattering (experiments)', 'Minimum bias', '', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', '', '', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Lepton production', 'Supersymmetry', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'CMS', 'Physics', 'Supersymmetry', 'Cross section', 'Single top', 'SM', 'tZq', '']"
Austria,36143231500,6603210566,2019,1,"['Event-by-event elliptic flow', 'Non-Gaussian flow fluctuations', 'Unfolding']"
Austria,36143231500,23010348400,2011,1,"['CMS', 'Dijet', 'Jet', 'LHC', 'Resonance', 'Search']"
Austria,36143231500,23010348400,2012,4,"['Hadron-hadron scattering', 'Hadron-Hadron scattering', 'Hadron-Hadron Scattering', 'Hadron-hadron scattering']"
Austria,36143231500,23010348400,2013,10,"['CMS', 'Heavy ions', 'Physics', 'Hadron-Hadron scattering', '', 'Calorimeters', 'Gamma detectors (scintillators, CZT, HPG, HgI etc)', 'Large detector systems for particle and astroparticle physics', 'CMS', 'Physics', '', '', '', 'Hadron-Hadron Scattering', 'Top physics', 'Hadron-Hadron scattering']"
Austria,36143231500,23010348400,2014,1,"['CMS', 'Constant', 'Coupling', 'Cross section', 'Mass', 'Pair', 'Physics', 'QCD', 'Quark', 'Strong', 'Top']"
Austria,36143231500,23010348400,2016,1,"['CMS', 'Electroweak', 'Physics']"
Austria,36143231500,23010348400,2017,1,['']
Austria,36143231500,23010348400,2018,11,"['Event-by-event fluctuation', 'Hadron-Hadron scattering (experiments)', 'Minimum bias', '', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', '', '', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Lepton production', 'Supersymmetry', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'CMS', 'Physics', 'Supersymmetry', 'Cross section', 'Single top', 'SM', 'tZq', '']"
Austria,36143231500,23010348400,2019,1,"['Event-by-event elliptic flow', 'Non-Gaussian flow fluctuations', 'Unfolding']"
Austria,36143231500,35278858100,2011,1,"['CMS', 'Dijet', 'Jet', 'LHC', 'Resonance', 'Search']"
Austria,36143231500,35278858100,2012,4,"['Hadron-hadron scattering', 'Hadron-Hadron scattering', 'Hadron-Hadron Scattering', 'Hadron-hadron scattering']"
Austria,36143231500,35278858100,2013,10,"['CMS', 'Heavy ions', 'Physics', 'Hadron-Hadron scattering', '', 'Calorimeters', 'Gamma detectors (scintillators, CZT, HPG, HgI etc)', 'Large detector systems for particle and astroparticle physics', 'CMS', 'Physics', '', '', '', 'Hadron-Hadron Scattering', 'Top physics', 'Hadron-Hadron scattering']"
Austria,36143231500,35278858100,2014,1,"['CMS', 'Constant', 'Coupling', 'Cross section', 'Mass', 'Pair', 'Physics', 'QCD', 'Quark', 'Strong', 'Top']"
Austria,36143231500,35278858100,2016,1,"['CMS', 'Electroweak', 'Physics']"
Austria,36143231500,35278858100,2017,1,['']
Austria,36143231500,35278858100,2018,11,"['Event-by-event fluctuation', 'Hadron-Hadron scattering (experiments)', 'Minimum bias', '', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', '', '', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Lepton production', 'Supersymmetry', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'CMS', 'Physics', 'Supersymmetry', 'Cross section', 'Single top', 'SM', 'tZq', '']"
Austria,36143231500,35278858100,2019,1,"['Event-by-event elliptic flow', 'Non-Gaussian flow fluctuations', 'Unfolding']"
Austria,36143231500,16019870600,2011,1,"['CMS', 'Dijet', 'Jet', 'LHC', 'Resonance', 'Search']"
Austria,36143231500,16019870600,2012,4,"['Hadron-hadron scattering', 'Hadron-Hadron scattering', 'Hadron-Hadron Scattering', 'Hadron-hadron scattering']"
Austria,36143231500,16019870600,2013,10,"['CMS', 'Heavy ions', 'Physics', 'Hadron-Hadron scattering', '', 'Calorimeters', 'Gamma detectors (scintillators, CZT, HPG, HgI etc)', 'Large detector systems for particle and astroparticle physics', 'CMS', 'Physics', '', '', '', 'Hadron-Hadron Scattering', 'Top physics', 'Hadron-Hadron scattering']"
Austria,36143231500,16019870600,2014,1,"['CMS', 'Constant', 'Coupling', 'Cross section', 'Mass', 'Pair', 'Physics', 'QCD', 'Quark', 'Strong', 'Top']"
Austria,36143231500,16019870600,2016,1,"['CMS', 'Electroweak', 'Physics']"
Austria,36143231500,16019870600,2017,1,['']
Austria,36143231500,16019870600,2018,11,"['Event-by-event fluctuation', 'Hadron-Hadron scattering (experiments)', 'Minimum bias', '', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', '', '', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Lepton production', 'Supersymmetry', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'CMS', 'Physics', 'Supersymmetry', 'Cross section', 'Single top', 'SM', 'tZq', '']"
Austria,36143231500,16019870600,2019,1,"['Event-by-event elliptic flow', 'Non-Gaussian flow fluctuations', 'Unfolding']"
Austria,36143231500,8436223900,2011,1,"['CMS', 'Dijet', 'Jet', 'LHC', 'Resonance', 'Search']"
Austria,36143231500,8436223900,2012,4,"['Hadron-hadron scattering', 'Hadron-Hadron scattering', 'Hadron-Hadron Scattering', 'Hadron-hadron scattering']"
Austria,36143231500,8436223900,2013,10,"['CMS', 'Heavy ions', 'Physics', 'Hadron-Hadron scattering', '', 'Calorimeters', 'Gamma detectors (scintillators, CZT, HPG, HgI etc)', 'Large detector systems for particle and astroparticle physics', 'CMS', 'Physics', '', '', '', 'Hadron-Hadron Scattering', 'Top physics', 'Hadron-Hadron scattering']"
Austria,36143231500,8436223900,2014,1,"['CMS', 'Constant', 'Coupling', 'Cross section', 'Mass', 'Pair', 'Physics', 'QCD', 'Quark', 'Strong', 'Top']"
Austria,36143231500,8436223900,2016,1,"['CMS', 'Electroweak', 'Physics']"
Austria,36143231500,8436223900,2017,1,['']
Austria,36143231500,8436223900,2018,11,"['Event-by-event fluctuation', 'Hadron-Hadron scattering (experiments)', 'Minimum bias', '', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', '', '', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Lepton production', 'Supersymmetry', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'CMS', 'Physics', 'Supersymmetry', 'Cross section', 'Single top', 'SM', 'tZq', '']"
Austria,36143231500,8436223900,2019,1,"['Event-by-event elliptic flow', 'Non-Gaussian flow fluctuations', 'Unfolding']"
Austria,36143231500,56217303000,2011,1,"['CMS', 'Dijet', 'Jet', 'LHC', 'Resonance', 'Search']"
Austria,36143231500,56217303000,2012,4,"['Hadron-hadron scattering', 'Hadron-Hadron scattering', 'Hadron-Hadron Scattering', 'Hadron-hadron scattering']"
Austria,36143231500,56217303000,2013,10,"['CMS', 'Heavy ions', 'Physics', 'Hadron-Hadron scattering', '', 'Calorimeters', 'Gamma detectors (scintillators, CZT, HPG, HgI etc)', 'Large detector systems for particle and astroparticle physics', 'CMS', 'Physics', '', '', '', 'Hadron-Hadron Scattering', 'Top physics', 'Hadron-Hadron scattering']"
Austria,36143231500,56217303000,2014,1,"['CMS', 'Constant', 'Coupling', 'Cross section', 'Mass', 'Pair', 'Physics', 'QCD', 'Quark', 'Strong', 'Top']"
Austria,36143231500,56217303000,2016,1,"['CMS', 'Electroweak', 'Physics']"
Austria,36143231500,56217303000,2017,1,['']
Austria,36143231500,56217303000,2018,11,"['Event-by-event fluctuation', 'Hadron-Hadron scattering (experiments)', 'Minimum bias', '', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', '', '', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Lepton production', 'Supersymmetry', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'CMS', 'Physics', 'Supersymmetry', 'Cross section', 'Single top', 'SM', 'tZq', '']"
Austria,36143231500,56217303000,2019,1,"['Event-by-event elliptic flow', 'Non-Gaussian flow fluctuations', 'Unfolding']"
Austria,36143231500,15825660400,2011,1,"['CMS', 'Dijet', 'Jet', 'LHC', 'Resonance', 'Search']"
Austria,36143231500,15825660400,2012,4,"['Hadron-hadron scattering', 'Hadron-Hadron scattering', 'Hadron-Hadron Scattering', 'Hadron-hadron scattering']"
Austria,36143231500,15825660400,2013,10,"['CMS', 'Heavy ions', 'Physics', 'Hadron-Hadron scattering', '', 'Calorimeters', 'Gamma detectors (scintillators, CZT, HPG, HgI etc)', 'Large detector systems for particle and astroparticle physics', 'CMS', 'Physics', '', '', '', 'Hadron-Hadron Scattering', 'Top physics', 'Hadron-Hadron scattering']"
Austria,36143231500,15825660400,2014,1,"['CMS', 'Constant', 'Coupling', 'Cross section', 'Mass', 'Pair', 'Physics', 'QCD', 'Quark', 'Strong', 'Top']"
Austria,36143231500,15825660400,2016,1,"['CMS', 'Electroweak', 'Physics']"
Austria,36143231500,15825660400,2017,1,['']
Austria,36143231500,15825660400,2018,11,"['Event-by-event fluctuation', 'Hadron-Hadron scattering (experiments)', 'Minimum bias', '', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', 'Hadron-Hadron scattering (experiments)', 'Supersymmetry', '', '', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Lepton production', 'Supersymmetry', 'Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'CMS', 'Physics', 'Supersymmetry', 'Cross section', 'Single top', 'SM', 'tZq', '']"
Austria,36143231500,15825660400,2019,1,"['Event-by-event elliptic flow', 'Non-Gaussian flow fluctuations', 'Unfolding']"
